"year","month","year_month","day","hour","avg_wind_speed"
"2010","1","2010-January","24","12","0.98916666666666666667"
"2010","1","2010-January","24","13","1.1741666666666667"
"2010","1","2010-January","24","14","1.6400000000000000"
"2010","1","2010-January","24","15","1.8091666666666667"
"2010","1","2010-January","24","16","2.7058333333333333"
"2010","1","2010-January","24","17","2.6600000000000000"
"2010","1","2010-January","24","18","2.3658333333333333"
"2010","1","2010-January","24","19","1.4241666666666667"
"2010","1","2010-January","24","20","0.48083333333333333333"
"2010","1","2010-January","24","21","1.2508333333333333"
"2010","1","2010-January","24","22","0.45000000000000000000"
"2010","1","2010-January","24","23","0.29416666666666666667"
"2010","1","2010-January","24","24","0.69583333333333333333"
"2010","1","2010-January","25","1","0.54166666666666666667"
"2010","1","2010-January","25","2","0.86583333333333333333"
"2010","1","2010-January","25","3","0.46500000000000000000"
"2010","1","2010-January","25","4","0.72666666666666666667"
"2010","1","2010-January","25","5","1.2058333333333333"
"2010","1","2010-January","25","6","0.77416666666666666667"
"2010","1","2010-January","25","7","0.45000000000000000000"
"2010","1","2010-January","25","8","0.35833333333333333333"
"2010","1","2010-January","25","9","0.69500000000000000000"
"2010","1","2010-January","25","10","1.03583333333333333333"
"2010","1","2010-January","25","11","1.2675000000000000"
"2010","1","2010-January","25","12","1.8541666666666667"
"2010","1","2010-January","25","13","2.5200000000000000"
"2010","1","2010-January","25","14","2.9233333333333333"
"2010","1","2010-January","25","15","3.2616666666666667"
"2010","1","2010-January","25","16","2.9991666666666667"
"2010","1","2010-January","25","17","2.8916666666666667"
"2010","1","2010-January","25","18","2.0558333333333333"
"2010","1","2010-January","25","19","2.0083333333333333"
"2010","1","2010-January","25","20","2.0575000000000000"
"2010","1","2010-January","25","21","1.03666666666666666667"
"2010","1","2010-January","25","22","1.1908333333333333"
"2010","1","2010-January","25","23","0.28083333333333333333"
"2010","1","2010-January","25","24","0.86666666666666666667"
"2010","1","2010-January","26","1","0.52666666666666666667"
"2010","1","2010-January","26","2","0.66500000000000000000"
"2010","1","2010-January","26","3","0.99000000000000000000"
"2010","1","2010-January","26","4","0.61833333333333333333"
"2010","1","2010-January","26","5","0.72833333333333333333"
"2010","1","2010-January","26","6","0.52750000000000000000"
"2010","1","2010-January","26","7","0.37250000000000000000"
"2010","1","2010-January","26","8","0.25000000000000000000"
"2010","1","2010-January","26","9","0.74250000000000000000"
"2010","1","2010-January","26","10","2.6741666666666667"
"2010","1","2010-January","26","11","3.3558333333333333"
"2010","1","2010-January","26","12","4.6241666666666667"
"2010","1","2010-January","26","13","4.3758333333333333"
"2010","1","2010-January","26","14","4.4683333333333333"
"2010","1","2010-January","26","15","4.4991666666666667"
"2010","1","2010-January","26","16","3.4483333333333333"
"2010","1","2010-January","26","17","4.1342857142857143"
"2010","3","2010-March","24","19","2.1191666666666667"
"2010","3","2010-March","24","20","2.2433333333333333"
"2010","3","2010-March","24","21","1.5766666666666667"
"2010","3","2010-March","24","22","0.74250000000000000000"
"2010","3","2010-March","24","23","0.89583333333333333333"
"2010","3","2010-March","24","24","1.2358333333333333"
"2010","3","2010-March","25","1","0.72666666666666666667"
"2010","3","2010-March","25","2","0.55750000000000000000"
"2010","3","2010-March","25","3","0.85000000000000000000"
"2010","3","2010-March","25","4","1.05250000000000000000"
"2010","3","2010-March","25","5","0.92750000000000000000"
"2010","3","2010-March","25","6","0.66583333333333333333"
"2010","3","2010-March","25","7","0.66500000000000000000"
"2010","3","2010-March","25","8","0.99000000000000000000"
"2010","3","2010-March","25","9","0.86500000000000000000"
"2010","3","2010-March","25","10","1.2225000000000000"
"2010","3","2010-March","25","11","1.3908333333333333"
"2010","3","2010-March","25","12","1.6383333333333333"
"2010","3","2010-March","25","13","2.6750000000000000"
"2010","3","2010-March","25","14","1.9025000000000000"
"2010","3","2010-March","25","15","1.7475000000000000"
"2010","3","2010-March","25","16","2.3808333333333333"
"2010","3","2010-March","25","17","2.6291666666666667"
"2010","3","2010-March","25","18","2.4291666666666667"
"2010","3","2010-March","25","19","2.0408333333333333"
"2010","3","2010-March","25","20","0.58666666666666666667"
"2010","3","2010-March","25","21","0.83416666666666666667"
"2010","3","2010-March","25","22","2.4583333333333333"
"2010","3","2010-March","25","23","2.2291666666666667"
"2010","3","2010-March","25","24","0.76000000000000000000"
"2010","3","2010-March","26","1","0.24833333333333333333"
"2010","3","2010-March","26","2","1.2366666666666667"
"2010","3","2010-March","26","3","1.05000000000000000000"
"2010","3","2010-March","26","4","1.1133333333333333"
"2010","3","2010-March","26","5","0.69500000000000000000"
"2010","3","2010-March","26","6","1.5466666666666667"
"2010","3","2010-March","26","7","1.03583333333333333333"
"2010","3","2010-March","26","8","1.00416666666666666667"
"2010","3","2010-March","26","9","0.71166666666666666667"
"2010","3","2010-March","26","10","1.7016666666666667"
"2010","3","2010-March","26","11","3.1683333333333333"
"2010","3","2010-March","26","12","4.2975000000000000"
"2010","3","2010-March","26","13","5.2100000000000000"
"2010","3","2010-March","26","14","4.9466666666666667"
"2010","3","2010-March","26","15","4.2983333333333333"
"2010","3","2010-March","26","16","3.9125000000000000"
"2010","3","2010-March","26","17","3.4325000000000000"
"2010","3","2010-March","26","18","2.8308333333333333"
"2010","3","2010-March","26","19","1.5616666666666667"
"2010","3","2010-March","26","20","1.08166666666666666667"
"2010","3","2010-March","26","21","0.88166666666666666667"
"2010","3","2010-March","26","22","1.2975000000000000"
"2010","3","2010-March","26","23","1.4058333333333333"
"2010","3","2010-March","26","24","1.3275000000000000"
"2010","3","2010-March","27","1","0.97416666666666666667"
"2010","3","2010-March","27","2","1.1441666666666667"
"2010","3","2010-March","27","3","0.40250000000000000000"
"2010","3","2010-March","27","4","0.63583333333333333333"
"2010","3","2010-March","27","5","1.02000000000000000000"
"2010","3","2010-March","27","6","0.97416666666666666667"
"2010","3","2010-March","27","7","0.86500000000000000000"
"2010","3","2010-March","27","8","1.1291666666666667"
"2010","3","2010-March","27","9","1.4850000000000000"
"2010","3","2010-March","27","10","1.5150000000000000"
"2010","3","2010-March","27","11","1.9475000000000000"
"2010","3","2010-March","27","12","2.5508333333333333"
"2010","3","2010-March","27","13","2.1791666666666667"
"2010","3","2010-March","27","14","1.8866666666666667"
"2010","3","2010-March","27","15","2.1191666666666667"
"2010","3","2010-March","27","16","2.7683333333333333"
"2010","3","2010-March","27","17","2.3658333333333333"
"2010","3","2010-March","27","18","2.4741666666666667"
"2010","3","2010-March","27","19","2.5816666666666667"
"2010","3","2010-March","27","20","1.5775000000000000"
"2010","3","2010-March","27","21","0.95916666666666666667"
"2010","3","2010-March","27","22","0.77416666666666666667"
"2010","3","2010-March","27","23","0.26333333333333333333"
"2010","3","2010-March","27","24","0.97250000000000000000"
"2010","3","2010-March","28","1","0.48083333333333333333"
"2010","3","2010-March","28","2","0.82083333333333333333"
"2010","3","2010-March","28","3","0.58916666666666666667"
"2010","3","2010-March","28","4","0.34166666666666666667"
"2010","3","2010-March","28","5","0.38666666666666666667"
"2010","3","2010-March","28","6","0.58750000000000000000"
"2010","3","2010-March","28","7","1.02083333333333333333"
"2010","3","2010-March","28","8","0.98916666666666666667"
"2010","3","2010-March","28","9","1.2833333333333333"
"2010","3","2010-March","28","10","1.2825000000000000"
"2010","3","2010-March","28","11","1.6533333333333333"
"2010","3","2010-March","28","12","1.7000000000000000"
"2010","3","2010-March","28","13","1.4991666666666667"
"2010","3","2010-March","28","14","1.3758333333333333"
"2010","3","2010-March","28","15","1.3908333333333333"
"2010","3","2010-March","28","16","2.3825000000000000"
"2010","3","2010-March","28","17","3.2008333333333333"
"2010","3","2010-March","28","18","3.9441666666666667"
"2010","3","2010-March","28","19","3.0308333333333333"
"2010","3","2010-March","28","20","1.8866666666666667"
"2010","3","2010-March","28","21","0.58750000000000000000"
"2010","3","2010-March","28","22","0.17083333333333333333"
"2010","3","2010-March","28","23","0.48166666666666666667"
"2010","3","2010-March","28","24","0.57333333333333333333"
"2010","3","2010-March","29","1","0.37166666666666666667"
"2010","3","2010-March","29","2","1.6866666666666667"
"2010","3","2010-March","29","3","1.7475000000000000"
"2010","3","2010-March","29","4","1.06666666666666666667"
"2010","3","2010-March","29","5","0.82000000000000000000"
"2010","3","2010-March","29","6","0.34166666666666666667"
"2010","3","2010-March","29","7","0.75833333333333333333"
"2010","3","2010-March","29","8","0.85166666666666666667"
"2010","3","2010-March","29","9","1.1916666666666667"
"2010","3","2010-March","29","10","1.3900000000000000"
"2010","3","2010-March","29","11","0.83333333333333333333"
"2010","3","2010-March","29","12","1.1291666666666667"
"2010","3","2010-March","29","13","1.3458333333333333"
"2010","3","2010-March","29","14","1.9933333333333333"
"2010","3","2010-March","29","15","2.1800000000000000"
"2010","3","2010-March","29","16","2.8308333333333333"
"2010","3","2010-March","29","17","3.4950000000000000"
"2010","3","2010-March","29","18","2.1808333333333333"
"2010","3","2010-March","29","19","1.5616666666666667"
"2010","3","2010-March","29","20","1.5775000000000000"
"2010","3","2010-March","29","21","1.6400000000000000"
"2010","3","2010-March","29","22","0.82083333333333333333"
"2010","3","2010-March","29","23","0.72833333333333333333"
"2010","3","2010-March","29","24","0.55750000000000000000"
"2010","3","2010-March","30","1","0.80416666666666666667"
"2010","3","2010-March","30","2","0.75916666666666666667"
"2010","3","2010-March","30","3","0.72833333333333333333"
"2010","3","2010-March","30","4","0.77250000000000000000"
"2010","3","2010-March","30","5","0.66500000000000000000"
"2010","3","2010-March","30","6","0.60416666666666666667"
"2010","3","2010-March","30","7","0.40250000000000000000"
"2010","3","2010-March","30","8","0.69583333333333333333"
"2010","3","2010-March","30","9","1.1433333333333333"
"2010","3","2010-March","30","10","1.2833333333333333"
"2010","3","2010-March","30","11","1.3591666666666667"
"2010","3","2010-March","30","12","1.3300000000000000"
"2010","3","2010-March","30","13","2.0708333333333333"
"2010","3","2010-March","30","14","3.2933333333333333"
"2010","3","2010-March","30","15","2.5200000000000000"
"2010","3","2010-March","30","16","2.8450000000000000"
"2010","3","2010-March","30","17","4.4225000000000000"
"2010","3","2010-March","30","18","3.4483333333333333"
"2010","3","2010-March","30","19","3.0466666666666667"
"2010","3","2010-March","30","20","1.3758333333333333"
"2010","3","2010-March","30","21","0.81833333333333333333"
"2010","3","2010-March","30","22","0.78833333333333333333"
"2010","3","2010-March","30","23","0.31000000000000000000"
"2010","3","2010-March","30","24","0.61916666666666666667"
"2010","3","2010-March","31","1","0.72666666666666666667"
"2010","3","2010-March","31","2","0.74416666666666666667"
"2010","3","2010-March","31","3","0.49583333333333333333"
"2010","3","2010-March","31","4","0.66583333333333333333"
"2010","3","2010-March","31","5","0.45000000000000000000"
"2010","3","2010-March","31","6","0.46583333333333333333"
"2010","3","2010-March","31","7","0.40333333333333333333"
"2010","3","2010-March","31","8","0.92750000000000000000"
"2010","3","2010-March","31","9","0.95750000000000000000"
"2010","3","2010-March","31","10","0.86500000000000000000"
"2010","3","2010-March","31","11","1.2058333333333333"
"2010","3","2010-March","31","12","2.0866666666666667"
"2010","3","2010-March","31","13","1.8108333333333333"
"2010","3","2010-March","31","14","1.8858333333333333"
"2010","3","2010-March","31","15","3.0925000000000000"
"2010","3","2010-March","31","16","2.3508333333333333"
"2010","3","2010-March","31","17","3.1400000000000000"
"2010","3","2010-March","31","18","2.8300000000000000"
"2010","3","2010-March","31","19","1.8241666666666667"
"2010","3","2010-March","31","20","1.2508333333333333"
"2010","3","2010-March","31","21","2.3508333333333333"
"2010","3","2010-March","31","22","1.4366666666666667"
"2010","3","2010-March","31","23","0.94250000000000000000"
"2010","3","2010-March","31","24","0.35583333333333333333"
"2010","4","2010-April","1","1","0.48000000000000000000"
"2010","4","2010-April","1","2","1.3908333333333333"
"2010","4","2010-April","1","3","0.44916666666666666667"
"2010","4","2010-April","1","4","0.60250000000000000000"
"2010","4","2010-April","1","5","0.35666666666666666667"
"2010","4","2010-April","1","6","0.35750000000000000000"
"2010","4","2010-April","1","7","0.24750000000000000000"
"2010","4","2010-April","1","8","0.66500000000000000000"
"2010","4","2010-April","1","9","0.69666666666666666667"
"2010","4","2010-April","1","10","1.5616666666666667"
"2010","4","2010-April","1","11","1.4225000000000000"
"2010","4","2010-April","1","12","2.0250000000000000"
"2010","4","2010-April","1","13","2.4750000000000000"
"2010","4","2010-April","1","14","3.7108333333333333"
"2010","4","2010-April","1","15","4.4533333333333333"
"2010","4","2010-April","1","16","4.4383333333333333"
"2010","4","2010-April","1","17","3.8808333333333333"
"2010","4","2010-April","1","18","3.1233333333333333"
"2010","4","2010-April","1","19","2.4591666666666667"
"2010","4","2010-April","1","20","2.5350000000000000"
"2010","4","2010-April","1","21","2.5208333333333333"
"2010","4","2010-April","1","22","1.7475000000000000"
"2010","4","2010-April","1","23","1.5933333333333333"
"2010","4","2010-April","1","24","0.98916666666666666667"
"2010","4","2010-April","2","1","0.95750000000000000000"
"2010","4","2010-April","2","2","0.91250000000000000000"
"2010","4","2010-April","2","3","0.40250000000000000000"
"2010","4","2010-April","2","4","0.74250000000000000000"
"2010","4","2010-April","2","5","0.55750000000000000000"
"2010","4","2010-April","2","6","0.51166666666666666667"
"2010","4","2010-April","2","7","0.89666666666666666667"
"2010","4","2010-April","2","8","0.60416666666666666667"
"2010","4","2010-April","2","9","0.78833333333333333333"
"2010","4","2010-April","2","10","1.3600000000000000"
"2010","4","2010-April","2","11","1.2208333333333333"
"2010","4","2010-April","2","12","1.9325000000000000"
"2010","4","2010-April","2","13","1.9025000000000000"
"2010","4","2010-April","2","14","2.6766666666666667"
"2010","4","2010-April","2","15","3.5566666666666667"
"2010","4","2010-April","2","16","3.2316666666666667"
"2010","4","2010-April","2","17","2.9383333333333333"
"2010","4","2010-April","2","18","3.4016666666666667"
"2010","4","2010-April","2","19","3.0283333333333333"
"2010","4","2010-April","2","20","2.4433333333333333"
"2010","4","2010-April","2","21","1.1591666666666667"
"2010","4","2010-April","2","22","0.54250000000000000000"
"2010","4","2010-April","2","23","0.51166666666666666667"
"2010","4","2010-April","2","24","0.57250000000000000000"
"2010","4","2010-April","3","1","0.41750000000000000000"
"2010","4","2010-April","3","2","0.49666666666666666667"
"2010","4","2010-April","3","3","0.52583333333333333333"
"2010","4","2010-April","3","4","0.51083333333333333333"
"2010","4","2010-April","3","5","0.55833333333333333333"
"2010","4","2010-April","3","6","0.41833333333333333333"
"2010","4","2010-April","3","7","0.29500000000000000000"
"2010","4","2010-April","3","8","0.46500000000000000000"
"2010","4","2010-April","3","9","0.89833333333333333333"
"2010","4","2010-April","3","10","1.4991666666666667"
"2010","4","2010-April","3","11","1.6066666666666667"
"2010","4","2010-April","3","12","1.5766666666666667"
"2010","4","2010-April","3","13","1.5450000000000000"
"2010","4","2010-April","3","14","1.4533333333333333"
"2010","4","2010-April","3","15","1.8250000000000000"
"2010","4","2010-April","3","16","2.9841666666666667"
"2010","4","2010-April","3","17","3.2008333333333333"
"2010","4","2010-April","3","18","3.0766666666666667"
"2010","4","2010-April","3","19","2.1958333333333333"
"2010","4","2010-April","3","20","1.4066666666666667"
"2010","4","2010-April","3","21","1.6850000000000000"
"2010","4","2010-April","3","22","2.6450000000000000"
"2010","4","2010-April","3","23","1.9800000000000000"
"2010","4","2010-April","3","24","3.0008333333333333"
"2010","4","2010-April","4","1","2.3516666666666667"
"2010","4","2010-April","4","2","1.8241666666666667"
"2010","4","2010-April","4","3","1.0983333333333333"
"2010","4","2010-April","4","4","1.08250000000000000000"
"2010","4","2010-April","4","5","1.05083333333333333333"
"2010","4","2010-April","4","6","0.82000000000000000000"
"2010","4","2010-April","4","7","0.84916666666666666667"
"2010","4","2010-April","4","8","0.55833333333333333333"
"2010","4","2010-April","4","9","1.1583333333333333"
"2010","4","2010-April","4","10","2.1791666666666667"
"2010","4","2010-April","4","11","2.0708333333333333"
"2010","4","2010-April","4","12","1.8400000000000000"
"2010","4","2010-April","4","13","2.4741666666666667"
"2010","4","2010-April","4","14","2.0566666666666667"
"2010","4","2010-April","4","15","3.8650000000000000"
"2010","4","2010-April","4","16","3.4183333333333333"
"2010","4","2010-April","4","17","2.1341666666666667"
"2010","4","2010-April","4","18","1.7933333333333333"
"2010","4","2010-April","4","19","2.4908333333333333"
"2010","4","2010-April","4","20","1.1416666666666667"
"2010","4","2010-April","4","21","1.7625000000000000"
"2010","4","2010-April","4","22","3.5883333333333333"
"2010","4","2010-April","4","23","1.4833333333333333"
"2010","4","2010-April","4","24","0.98916666666666666667"
"2010","4","2010-April","5","1","0.52833333333333333333"
"2010","4","2010-April","5","2","0.48083333333333333333"
"2010","4","2010-April","5","3","1.2516666666666667"
"2010","4","2010-April","5","4","1.3908333333333333"
"2010","4","2010-April","5","5","0.81916666666666666667"
"2010","4","2010-April","5","6","0.07833333333333333333"
"2010","4","2010-April","5","7","0.81916666666666666667"
"2010","4","2010-April","5","8","1.08083333333333333333"
"2010","4","2010-April","5","9","1.4366666666666667"
"2010","4","2010-April","5","10","1.3141666666666667"
"2010","4","2010-April","5","11","1.4841666666666667"
"2010","4","2010-April","5","12","2.4283333333333333"
"2010","4","2010-April","5","13","3.4791666666666667"
"2010","4","2010-April","5","14","3.0450000000000000"
"2010","4","2010-April","5","15","3.8816666666666667"
"2010","4","2010-April","5","16","3.5425000000000000"
"2010","4","2010-April","5","17","3.3708333333333333"
"2010","4","2010-April","5","18","3.6808333333333333"
"2010","4","2010-April","5","19","2.9841666666666667"
"2010","4","2010-April","5","20","2.8283333333333333"
"2010","4","2010-April","5","21","3.5100000000000000"
"2010","4","2010-April","5","22","3.2475000000000000"
"2010","4","2010-April","5","23","3.1225000000000000"
"2010","4","2010-April","5","24","2.2583333333333333"
"2010","4","2010-April","6","1","0.44833333333333333333"
"2010","4","2010-April","6","2","1.1133333333333333"
"2010","4","2010-April","6","3","0.64833333333333333333"
"2010","4","2010-April","6","4","0.46333333333333333333"
"2010","4","2010-April","6","5","0.71166666666666666667"
"2010","4","2010-April","6","6","0.68166666666666666667"
"2010","4","2010-April","6","7","0.91333333333333333333"
