"year","month","year_month","cardinal_direction","speed_bin","count_speed_bin","count_total","percent_frequency","cumulative_percent_frequency"
"2010","11","2010-November","S",2,"102","6742","1.513","5.191"
"2010","11","2010-November","S",3,"31","6742","0.460","5.651"
"2010","11","2010-November","S",4,"6","6742","0.089","5.740"
"2010","11","2010-November","SE",1,"284","6742","4.212","4.212"
"2010","11","2010-November","SE",2,"292","6742","4.331","8.543"
"2010","11","2010-November","SE",3,"106","6742","1.572","10.115"
"2010","11","2010-November","SE",4,"8","6742","0.119","10.234"
"2010","11","2010-November","SW",1,"195","6742","2.892","2.892"
"2010","11","2010-November","SW",2,"58","6742","0.860","3.752"
"2010","11","2010-November","SW",3,"6","6742","0.089","3.841"
"2010","11","2010-November","SW",4,"2","6742","0.030","3.871"
"2010","11","2010-November","W",1,"268","6742","3.975","3.975"
"2010","11","2010-November","W",2,"118","6742","1.750","5.725"
"2010","11","2010-November","W",3,"20","6742","0.297","6.022"
"2010","12","2010-December","E",1,"496","6838","7.254","7.254"
"2010","12","2010-December","E",2,"303","6838","4.431","11.685"
"2010","12","2010-December","E",3,"61","6838","0.892","12.577"
"2010","12","2010-December","E",4,"14","6838","0.205","12.782"
"2010","12","2010-December","N",1,"610","6838","8.921","8.921"
"2010","12","2010-December","N",2,"623","6838","9.111","18.032"
"2010","12","2010-December","N",3,"291","6838","4.256","22.288"
"2010","12","2010-December","N",4,"103","6838","1.506","23.794"
"2010","12","2010-December","N",5,"20","6838","0.292","24.086"
"2010","12","2010-December","N",6,"1","6838","0.015","24.101"
"2010","12","2010-December","NE",1,"526","6838","7.692","7.692"
"2010","12","2010-December","NE",2,"574","6838","8.394","16.086"
"2010","12","2010-December","NE",3,"380","6838","5.557","21.643"
"2010","12","2010-December","NE",4,"149","6838","2.179","23.822"
"2010","12","2010-December","NE",5,"22","6838","0.322","24.144"
"2010","12","2010-December","NW",1,"521","6838","7.619","7.619"
"2010","12","2010-December","NW",2,"216","6838","3.159","10.778"
"2010","12","2010-December","NW",3,"20","6838","0.292","11.070"
"2010","12","2010-December","S",1,"299","6838","4.373","4.373"
"2010","12","2010-December","S",2,"137","6838","2.004","6.377"
"2010","12","2010-December","S",3,"25","6838","0.366","6.743"
"2010","12","2010-December","S",4,"1","6838","0.015","6.758"
"2010","12","2010-December","SE",1,"342","6838","5.001","5.001"
"2010","12","2010-December","SE",2,"326","6838","4.767","9.768"
"2010","12","2010-December","SE",3,"92","6838","1.345","11.113"
"2010","12","2010-December","SE",4,"5","6838","0.073","11.186"
"2010","12","2010-December","SW",1,"229","6838","3.349","3.349"
"2010","12","2010-December","SW",2,"59","6838","0.863","4.212"
"2010","12","2010-December","SW",3,"4","6838","0.058","4.270"
"2010","12","2010-December","W",1,"321","6838","4.694","4.694"
"2010","12","2010-December","W",2,"66","6838","0.965","5.659"
"2010","12","2010-December","W",3,"2","6838","0.029","5.688"
